Symbol,Currency,Name,ISIN,Date,Open,High,Low,Close,Volume,Turnover
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-05-28,21.5,21.5,18.77,20.04,85200,1695750
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-05-29,21.82,22.88,21.66,22.56,61600,1358818
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-01,25.0,27.9,25.0,27.74,116500,3144256
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-02,27.8,29.5,26.78,28.8,107705,3008178
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-03,29.78,31.0,29.78,30.82,58300,1765784
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-04,29.0,30.8,27.18,27.18,188000,5293280
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-05,23.82,26.16,22.9,23.58,184310,4390031
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-08,20.5,23.6,17.98,19.7,192300,3776342
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-09,21.0,22.12,19.41,21.46,160600,3337330
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-10,21.0,21.0,18.05,19.0,193200,3645278
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-11,19.28,19.28,17.85,18.79,184500,3379919
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-12,22.6,23.14,20.22,21.14,97300,2148716
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-15,22.9,23.84,22.86,23.62,49918,1170428
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-16,23.14,24.12,23.14,23.68,150927,3560538
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-17,22.98,24.88,22.78,24.62,62300,1496094
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-18,24.64,27.16,24.64,26.74,127400,3295144
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-22,26.7,27.0,24.74,25.68,140420,3623180
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-23,25.66,25.66,18.6,19.6,281800,5860168
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-24,21.98,22.8,19.9,22.66,207400,4458896
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-25,25.36,25.82,24.8,25.32,78400,1990110
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-26,25.0,25.0,20.0,22.62,207500,4525512
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-29,20.08,21.16,19.5,20.32,275400,5570115
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-06-30,20.5,22.52,20.5,21.46,116000,2456644
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-07-02,18.99,18.99,14.73,15.68,348700,5543135
9747.HK,USD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-07-03,16.0,18.08,16.0,17.48,199800,3404328
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-16,8.42,9.66,8.42,9.155,1651400,15153118
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-17,10.17,10.77,9.275,9.5,4905800,48135677
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-20,10.28,11.0,9.955,11.0,3766800,38792978
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-21,11.6,13.0,9.96,10.19,11733100,130046608
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-22,9.73,10.18,9.505,10.02,4209300,41258177
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-23,10.02,10.32,9.83,9.995,2370200,23814447
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-24,11.28,11.63,10.8,11.4,8341200,93506296
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-27,12.36,12.96,12.0,12.93,22244900,275450627
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-28,11.9,11.94,11.21,11.83,21558900,251445215
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-30,13.6,14.28,13.11,13.94,20252100,278265391
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-10-31,13.64,13.8,13.23,13.36,12618700,170614059
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-03,15.1,16.95,14.88,16.77,25210997,401306352
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-04,15.38,15.84,14.34,14.81,41408000,617661856
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-05,12.59,14.45,11.77,13.9,75195000,979519870
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-06,14.53,15.4,14.45,14.62,34022922,504250275
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-07,14.4,14.42,13.49,14.08,27446800,386021918
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-10,15.21,15.84,15.12,15.68,35692000,553883084
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-11,16.8,17.06,15.2,15.97,42691100,691850800
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-12,15.62,16.11,15.18,16.01,18081100,284063107
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-13,16.12,16.22,15.0,15.19,29183600,452051315
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-14,13.46,13.77,12.6,12.9,43080196,572131679
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-17,14.31,14.99,14.1,14.81,32551000,471443065
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-18,13.77,13.83,12.93,13.18,32368700,432387239
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-19,12.66,13.16,12.38,13.14,30925100,395622573
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-20,13.55,13.88,13.01,13.05,30496400,412875802
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-21,11.1,11.18,10.53,10.57,54892277,598468483
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-24,11.4,11.56,10.67,10.92,27705911,310102125
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-25,11.31,11.39,10.54,10.59,41949700,460451770
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-26,10.33,11.03,10.31,10.96,20724119,223010929
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-27,12.0,12.07,11.42,11.55,23691300,277517844
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-11-28,11.4,11.64,11.06,11.31,12903200,146436329
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-01,11.13,11.69,11.06,11.5,14416410,163653043
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-02,12.14,12.31,11.97,12.26,14264100,173693244
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-03,12.23,12.28,11.94,12.01,6236600,75508006
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-04,11.27,11.6,11.12,11.5,13694600,155001815
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-05,11.49,11.7,11.12,11.5,11316500,129047243
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-08,11.56,13.15,11.41,12.95,29233610,364838160
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-09,12.77,12.77,12.43,12.53,12134400,152084246
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-10,13.14,13.56,13.05,13.35,19985513,265633388
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-11,13.52,13.52,12.32,12.5,19027200,244560170
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-12,12.88,13.07,12.45,12.85,13237600,169090446
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-15,12.03,12.3,11.73,11.93,12532210,149701759
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-16,11.6,11.6,10.8,10.92,16118800,179456541
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-17,11.18,11.8,10.95,11.79,14931200,169428049
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-18,11.8,12.12,11.68,11.83,13967500,165850696
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-19,12.2,12.43,11.6,11.82,18110877,219906074
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-22,12.6,13.13,12.6,12.99,20459300,262820418
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-23,13.33,13.4,13.0,13.08,10186400,133948019
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-24,13.35,13.49,13.3,13.46,13662000,183441460
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-29,15.32,15.67,14.83,15.3,29340300,446192062
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-30,16.5,16.58,15.86,16.3,18221700,295578921
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2025-12-31,16.3,16.3,15.9,16.15,4071000,65540786
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-02,16.15,17.62,16.15,17.5,12153800,207033850
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-05,18.0,18.64,18.0,18.57,22820000,418150868
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-06,17.75,19.99,17.55,19.57,18717436,351936191
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-07,21.38,21.8,20.22,20.8,22116800,466574660
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-08,23.0,23.34,21.22,21.68,31851657,709554254
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-09,20.22,21.5,20.22,20.94,20705460,430986725
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-12,21.64,21.76,20.26,21.28,30080330,638938080
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-13,21.0,21.0,19.8,20.56,27920272,565992235
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-14,20.7,20.9,19.9,20.74,21719135,441166515
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-15,20.6,21.66,20.04,21.48,23791828,494740479
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-16,21.8,22.0,21.12,21.92,22152210,476840782
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-19,21.56,22.5,21.56,21.92,25289600,556530079
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-20,20.58,21.56,20.44,20.56,25691022,536289166
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-21,21.12,21.38,20.1,20.56,30170115,622940907
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-22,21.7,22.08,21.1,21.52,32936200,715327736
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-23,21.24,22.5,20.68,21.92,24287250,520460589
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-26,20.9,21.22,20.14,20.62,36273780,749226808
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-27,21.78,23.94,21.68,23.48,34440518,782716090
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-28,25.78,28.4,24.9,28.4,42861871,1128739289
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-29,25.2,28.14,25.18,27.3,56381547,1508842104
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-01-30,31.06,31.64,29.44,29.6,48307401,1469652326
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-02,28.34,28.42,24.3,25.9,72267956,1898672230
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-03,29.06,30.16,28.2,29.6,43798257,1275991460
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-04,28.46,29.6,28.46,29.28,21487490,623480767
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-05,27.1,27.5,25.0,25.94,58889106,1545298148
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-06,23.46,25.86,22.82,25.04,45838463,1117477277
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-09,27.92,28.2,27.14,27.84,25255500,701858556
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-10,28.06,28.36,27.28,27.6,21243123,591910251
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-11,26.8,27.0,26.1,26.78,23203985,617723189
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-12,27.94,29.28,27.28,28.5,44363342,1250679364
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-13,27.6,28.68,27.12,27.6,25919424,719291568
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-16,27.6,28.64,27.02,28.42,10315015,290442570
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-20,28.2,32.0,27.9,31.78,51327389,1563382134
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-23,33.12,33.12,31.04,32.16,39940810,1284228270
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-24,33.62,35.64,33.62,35.32,43546585,1518649532
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-25,36.62,37.76,35.9,37.4,50133631,1852671977
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-26,37.74,43.06,36.88,42.8,60932844,2419070719
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-02-27,38.78,42.0,38.32,39.74,59412837,2357613951
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-02,37.7,39.52,36.5,36.6,35997213,1367471428
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-03,36.8,37.12,28.42,31.18,108637796,3552980772
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-04,28.26,29.68,24.32,25.08,231468222,6109268091
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-05,28.84,31.76,28.84,29.86,145480860,4417165321
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-06,26.8,28.92,26.42,28.46,75610122,2102172577
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-09,24.2,24.56,17.0,23.68,213731957,4853675487
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-10,27.22,29.2,26.94,28.9,136259419,3865482596
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-11,30.0,31.24,28.4,28.72,83437687,2512009714
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-12,28.78,29.54,27.44,28.5,59089277,1677506404
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-13,26.8,27.74,26.22,26.4,71692640,1922569106
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-16,28.4,30.58,27.62,29.96,92027488,2672688978
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-17,31.64,32.18,29.6,30.1,64445301,2006705977
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-18,32.66,35.82,32.18,35.42,90890971,3094977399
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-19,32.5,34.68,31.96,32.22,91080050,2992624445
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-20,32.56,33.32,31.48,31.76,70583961,2288012042
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-23,28.12,28.94,26.66,27.12,101120107,2809869732
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-24,28.56,31.06,27.64,30.92,98123648,2890251113
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-25,33.54,33.86,30.54,31.28,92361194,2974712303
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-26,28.52,28.72,26.8,27.38,92989621,2567922610
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-27,25.0,27.14,24.58,26.2,112274292,2876899501
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-30,23.18,24.18,23.1,23.46,122017231,2883073754
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-03-31,20.78,22.46,19.84,20.32,145890661,3073557237
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-01,23.36,24.84,23.22,24.0,127047521,3032887954
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-02,23.2,23.2,20.1,21.24,118828965,2546465726
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-08,24.42,32.26,24.42,31.06,213513326,6417804580
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-09,29.5,30.0,28.4,28.74,69118908,2013490836
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-10,31.14,31.58,30.04,30.18,56723134,1752776267
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-13,30.7,31.46,30.3,31.1,52436335,1613559341
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-14,35.76,36.32,34.74,35.44,69896939,2493414202
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-15,39.4,39.42,36.8,36.9,73381699,2787585162
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-16,38.48,38.94,37.54,38.48,35307308,1351985726
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-17,37.78,37.94,36.1,37.0,33566759,1242077240
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-20,38.72,39.6,38.66,39.02,39878186,1556898088
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-21,42.62,43.14,41.44,42.72,48480119,2058314863
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-22,41.82,43.22,40.74,43.22,35713010,1505707129
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-23,43.36,44.0,39.84,42.5,76251209,3222793710
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-24,42.46,43.12,40.9,42.68,33375151,1410914858
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-27,46.6,49.0,46.6,47.06,45201527,2153431273
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-28,49.82,50.1,47.06,47.06,32313490,1571679000
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-29,48.0,48.4,46.88,47.4,33023081,1574576724
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-04-30,48.52,48.98,46.6,47.6,27658415,1326470385
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-04,52.76,59.2,52.76,58.54,58431031,3321265466
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-05,58.54,60.6,58.4,60.0,20834304,1241480147
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-06,69.0,72.84,69.0,71.9,70704920,5029347012
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-07,69.58,77.62,68.1,76.88,54793939,4032855709
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-08,76.42,79.76,72.76,78.48,69466508,5272303578
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-11,90.24,103.7,90.24,97.0,95071872,9348315490
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-12,99.0,99.98,87.82,91.98,91029297,8502045408
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-13,95.04,106.85,95.04,105.6,75586612,7595172742
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-14,106.0,106.2,101.5,105.0,40863947,4244218971
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-15,103.8,104.0,83.76,90.92,113990364,10461104080
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-18,86.0,95.94,86.0,90.54,64158715,5795332312
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-19,83.5,85.12,78.68,81.14,82652774,6714637403
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-20,79.2,82.66,76.28,81.82,84548873,6731854596
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-21,93.62,98.88,92.04,93.06,97177020,9318141620
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-22,96.0,98.48,95.3,97.02,43923315,4263868811
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-26,110.55,112.5,107.35,108.6,65103597,7168894243
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-27,124.85,141.9,124.85,132.5,95114009,12798976870
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-28,134.45,137.4,121.3,133.55,70008022,9070586240
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-05-29,142.0,142.0,135.6,137.65,51932190,7207980269
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-01,141.8,148.65,141.1,144.3,52019899,7527124293
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-02,136.75,142.55,129.8,139.05,85245332,11640213430
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-03,144.6,147.95,142.2,146.2,31994663,4648618910
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-04,131.95,136.4,130.3,132.5,62706688,8358048523
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-05,112.65,123.0,104.5,106.9,129608322,14631253340
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-08,95.66,106.7,85.7,98.6,203997813,19583743650
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-09,99.94,119.6,99.94,113.75,114030205,12591436190
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-10,110.0,110.0,93.96,98.34,121725245,12283129510
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-11,106.65,107.65,96.6,106.0,85403229,8765609970
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-12,121.85,122.0,98.2,106.55,130366315,14646069650
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-15,122.0,123.4,117.55,121.2,66027054,7927025244
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-16,123.0,130.6,123.0,128.45,57353181,7320556512
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-17,130.2,145.4,129.5,144.8,64527354,8954383990
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-18,152.8,169.45,152.1,161.0,80703358,12990872500
7709.HK,HKD,CSOP SK Hynix Daily (2x) Leveraged Product,HK0001205258,2026-06-22,185.15,191.5,180.8,187.65,75444096,14078380210
